model,type
d6dd362f-728a-4727-9384-00f469998574,Cube
daaeafee-5cdb-49f2-8610-9417129796e9,Sphere
a6ecee7b-d770-4519-91f5-775736f87fae,Sphere
3e205260-bd13-4269-b343-579ca919a6ec,Cone
aff84577-305f-4af7-9752-12c577bdc05f,Cone
4241fc8f-de25-4b35-8210-2ce62ade5db2,Sphere
1e2534a5-b9a8-4a95-89fb-7cc777031130,Cube
279848c7-f589-4962-9d13-72eafacbf1b4,Cone
3292af49-9791-44be-bbc9-4c70c652fc03,Sphere
66f4339e-7736-44b7-ae78-f86419ee1ccd,Cylinder
1965dcda-49b4-477b-97bd-aec595591844,Cylinder
1bc1a2aa-ee80-4329-82f0-7ba0ab1d2a4f,Sphere
1a0d2ee9-cd82-43bf-8fce-5dc2c40fca0c,Cone
8424488d-938c-4f13-b6a9-ee6b2c73943c,Cone
6c2c41f6-35ca-44a8-9414-3ee17f7db33e,Torus.946
b208933a-a038-4976-bb00-34227bbb6454,Cube
ecca5be9-7f80-430b-95d8-d6040fd3890b,Sphere
ca99e647-929e-4ba1-97d8-b1d594356894,Cube
bc6ad328-25c2-4c9b-a7b9-89307514defd,Sphere
ce0eadcb-678c-47e0-b74b-216299399501,Cube
0c4133f3-6acf-4dea-9ca7-c63a8815c423,Cylinder
c8854c3a-ca46-4e4a-9ad0-7d2af3e3267f,Cone
db61ea3b-610b-41e8-a7ff-8a6ef54e3d66,Cube
005051c2-09bb-4f65-a6df-97fcd0934be7,Sphere
77cb1471-b628-456c-9edd-98560cc6161a,Cylinder
82862d38-a37a-42b6-9c33-6cf022f5aa1f,Sphere
a5ba4672-7462-4efc-a6be-890e828df145,Cone
0c7fa9de-8f7c-4f1b-bc19-78546cb85711,Cube
f2d6a7a0-08c6-44dc-9901-abeaa20fbb4a,Cylinder
ff72f880-ea1c-4309-8a34-2def4a2c6ab1,Cube
d73a53c0-03a6-4877-9176-05235f429372,Torus.947
bf912025-73d1-490f-b473-d4dc5134b589,Torus.948
4800f71d-5633-470f-a447-2788350b6e43,Cube
7353132f-bde0-4aa0-ae6a-b9ee4cd7e406,Cone
ff118ca0-f074-4847-9212-acfa57209aa9,Cylinder
78a445f0-4b1c-4cd9-b04f-5ba8f9b11ffa,Cone
5efa8526-4343-4cbf-9f39-250f6d7fa994,Cone
63875ea1-86b6-4bba-9f51-eb6d5e7ff0aa,Torus.949
ba0882ee-4d7a-4640-bd91-08cf35d5c239,Sphere
4862008a-dab1-410e-a7a7-7c68e45b2bf7,Cone
278abcce-26d3-424e-9743-a592a459c49d,Sphere
71903b91-ff99-4354-8222-2b02c2290cc9,Sphere
6cfd3871-e7e3-4bbc-953b-a6d5c97ea585,Cone
68f2258e-0a66-416e-8798-a10fe4129b38,Cone
9868c0e4-1672-4919-9059-d4f3a18a3139,Cylinder
a3fd901a-6e27-4150-a696-2b0b6cd2de5e,Torus.950
44ea03c1-9401-4702-a4f1-f3575bc199d1,Cone
73f40622-cedb-4689-a49e-227e54127ff7,Torus.951
15045e46-a3a4-4a2e-b596-2917ff2f4283,Cone
db403ad3-f434-43e9-a342-7b0d4d0f92fc,Cone
1fea262d-176b-4f45-8ac7-c33e50a8c21f,Cube
8b303039-20f4-4563-920e-0b3abedcd7c7,Cube
8ad9523c-c6ea-46a4-83d6-c4f6096b38ee,Sphere
6de4be56-98a2-4feb-95d7-52b9e227e5ef,Cone
e2a23da1-a956-47ee-aed5-db3d7be44f5c,Cube
52fbdd22-331e-4af8-bb85-ff7f473e2437,Cube
e816789a-0b21-4a68-8b78-6ac8d739924c,Cube
2b0e341c-87dc-4cbe-a2b7-3eb3d93b504d,Cube
fbfb90f0-9db2-47f8-afd7-205d95163dfe,Torus.952
3341c487-ffc9-468a-91fb-5f4afe64acc6,Cylinder
2b909284-7419-4a6a-ab5f-61e3ac7f26a6,Torus.953
017ac1b5-6036-4db6-ac12-51b6f415dbec,Cone
2abe7669-58a5-4936-8301-d80c9d21dbb7,Cube
a25ab437-a484-4de6-bd04-803c2af6963e,Cube
81274ebc-dd00-4a7f-91b7-469f9e45caee,Cylinder
00080096-4d79-4d76-93de-ac9104d999b9,Sphere
90b69936-c43d-4e30-bbb3-da7dadfaac40,Sphere
920a993d-4312-42cd-aece-5855598b8e9c,Sphere
404dbd60-3623-407a-a2e8-d320a127bf67,Sphere
a6a483d6-3a39-41a2-8a3e-44ea9ab00d36,Cylinder
22250ec7-0762-4790-9f34-09844a4a2c15,Cube
7623b369-60e2-4450-8419-cdc53135bfcc,Cone
deed2c55-ac09-4ec3-815f-b57330087888,Cylinder
3a322462-ffc1-4910-91a0-a7be6f540fdb,Torus.954
eb4740db-6ff1-4a79-addc-0d54304589cb,Cylinder
c5632836-6335-47ca-9cfd-d174e54405e8,Cube
2f021b1c-9902-47e9-b849-3704407dd0f4,Torus.955
e8650fa3-d695-4f2d-a135-4bc360cee971,Cube
2c91d94c-2f82-4a69-b141-89f981364224,Sphere
18368e49-2f55-4059-b57b-9094c4c31356,Cone
575639f5-477d-4c24-9177-c1ece2186d27,Cone
b035b2c4-00ac-4db1-a897-1c76856db9f7,Cube
8c5308a9-dee6-4fae-85af-e9725cb801b5,Cylinder
515260ff-1a49-4491-baa4-e94fd97fc455,Sphere
27effe29-6e10-4bd1-b2f3-47a443bad420,Sphere
e2835468-5a41-4a06-b4c2-77c0dd848977,Cylinder
572c3f03-982e-48ac-abf0-1117612ca2bc,Cylinder
7e023582-d066-43e2-bacf-66ded6e42fb0,Cylinder
d7123443-c03e-4c38-a982-ee11cf99ac9d,Cylinder
fb63ea04-55e4-4c07-9d43-f9b3a74429e7,Cone
b9133579-60c7-4429-814e-ecd6077f2e9e,Sphere
84eb36eb-70a6-435d-b523-3445a2321785,Cube
1c119530-d38c-4dfe-bd29-d3fadc6b09ce,Sphere
10f6262d-1529-43ff-8346-9eaf4bb1a2e9,Cube
ca6aceff-b0d0-4384-b486-795d3c5ca5dd,Sphere
48ac134f-d169-4a85-b4a2-2e9328638156,Torus.956
1fcc7ff1-a23b-43f0-a840-c331e281b689,Cube
dcf5323b-3018-4574-91ad-fe64c7149173,Cylinder
78a279cf-2295-4f7a-b9a7-045a65eb170a,Cube
0bda36e6-0ca7-4a47-962a-8f96add97c1a,Torus.957
7ec53d42-65bf-4795-b732-43d906d13fe1,Torus.958
f52f3938-1711-4731-a856-a56c98cc17a8,Torus.959
e1d502b4-9d3b-4182-b6f8-f5b54b2194da,Sphere
c8b20841-a9c7-486e-8694-d01ab52b8314,Torus.960
1753eeb8-cbb0-4a30-9075-7caff651db0b,Sphere
a743ba58-c68d-41dd-9845-c5ad31fdac50,Torus.961
408723e4-98a0-4764-bcbd-320075388e0a,Torus.962
16b7bd96-ce8d-403b-af45-81f32bdc47d2,Torus.963
d94659f3-a1e6-4246-b93f-360b8cea53ad,Cone
7b17be4f-5ea2-417f-b9f9-d2a4ba786b2e,Cone
3f03eb4b-0321-44ee-b510-34ad7e10fd96,Cone
78c4ff8d-2ce2-4a45-bb23-5f38e70baa19,Sphere
f5ea8a57-34e1-488e-bf5c-28236afc4a26,Torus.964
d89f50d9-5a2e-4ac6-9124-96fdd26f9c77,Torus.965
d64c8114-5953-404f-8441-6ed23cfc9dfe,Sphere
78993dd4-f55e-46c8-8ca8-84311a18a432,Cube
48c1bd81-4758-4a03-8764-5ae253653dd5,Torus.966
4264e4cb-3764-4b89-8fac-2f548fdd989d,Cylinder
1f68c759-a22e-4198-8b9b-23ae3a4f5e3d,Torus.967
cfc5753b-7ce7-4849-99ff-8da93febe60d,Cube
fef3d776-bba7-48f0-82dd-ecf0245892a9,Cylinder
7097d730-789c-4d48-ada7-fcbc9fe1a11c,Cylinder
c85b7ee9-ed70-4a39-a524-e84ca59dfc20,Sphere
eb4ca98a-c4a6-4d28-9f21-94da70a79f53,Torus.968
df680257-81de-48b7-a853-41938cb684b9,Cube
2b7bc2c8-9f0f-4075-be38-32d56db97d99,Sphere
313650d9-a75f-4fa7-9950-822f0dc627df,Torus.969
e68e4b83-9408-4621-80b1-e42b94277180,Cone
dc52f7a1-f4e0-4f01-965d-7bdabae4c2fb,Cube
077825fd-0815-4ddf-ab36-f1d0c30ede80,Sphere
abbf1179-821b-490e-81c3-b4420400d4ca,Cube
4969b170-4553-4ab5-9106-655498316e86,Cube
4042c909-51c4-42af-9ea3-2bb717fc589d,Torus.970
a827ef91-dbfe-45f2-962e-5a89866a9327,Cone
3699e16f-36ed-4989-90c7-040b40b550c3,Torus.971
1a0c82d8-d2d2-4b7d-95d2-25da404348ea,Cube
54e39d5d-d3b3-47b4-8ab6-7268133997a4,Torus.972
4ca20dcc-9b29-4eaa-93b9-2ca25c7433b0,Cylinder
767316e5-a031-4ee6-afa4-c6b39065d88f,Torus.973
eaddb202-1bee-4fe0-8009-268d134bf1b1,Torus.974
31e9cf53-97cf-4fcf-910a-a57e98e18568,Cone
526dc334-6a76-4ef1-b543-6bdc2f81c308,Torus.975
3b1f2886-5d9e-4fb7-bc17-312aafaa17b1,Cube
2b64abba-70a0-49e6-bad4-3650d41019c7,Sphere
091613d9-5a9d-4faf-ba08-c4fe5992602b,Cone
7348efdb-4acd-4baf-bd1e-58eed1123ec9,Cube
20dc78b2-82ab-441a-9542-01cab8260045,Cube
ddb873ba-b15a-4f99-843f-e7bda9e4dca6,Torus.976
16eb8f2b-1a64-40ab-b46d-81c7fdda3d15,Sphere
b0681ec6-a1b7-46f1-b0ac-cdc67f2a5782,Cylinder
9bb78c74-293b-4f0e-8ec8-88a9d9866440,Cylinder
4ae7d6c8-90b4-436f-8945-4d9aa10c61e4,Cylinder
1450fe27-305e-4e0c-8556-5deac2da6760,Torus.977
dc8c7a7b-66cc-4243-abd3-035d7233c9ee,Cone
296643c5-bc2c-4d24-bc89-8a3957e27ecd,Cone
c48394ec-1c69-40b1-91ed-b02514b829db,Torus.978
e9b26d0a-30dc-45de-a3a2-53f5285561bf,Cylinder
fcbe9fc8-2492-4f87-a71b-1fd23717d2d2,Cube
ee040333-b896-41a8-a2da-8085b992efbd,Cylinder
34cc32b7-d506-402f-80f9-53bdb8fa9f9c,Cube
70595d69-264f-43ff-ac26-6482347e1f62,Torus.979
ce6be2f6-88fd-4278-8ec9-6b0a83090683,Cylinder
36f0f921-6d18-4563-8b99-d59c8bf88cf7,Cone
a0f6fe6a-1034-4cde-a1a5-d38e76b0e8d9,Cylinder
1398616d-a87f-46d8-85d7-436b52602b37,Cone
044ff8bd-2067-48be-ae33-276be238cab9,Cylinder
a92aebf2-40f8-4f20-8e7d-7d68c577d10f,Cylinder
3294a96c-0119-4a26-8446-cc8ab34091ed,Cylinder
27e7083c-f938-4ceb-90d3-d35716af1a5f,Cone
fc1e20d3-03d1-4e72-b0e8-d4e3c27eebb6,Cylinder
12a8c56c-c13b-4f6a-b827-259460396fe3,Sphere
8b2d918f-4598-450e-b168-39e2ee3523f4,Cube
fda3c88c-c7b9-41db-8cd6-963417118717,Torus.980
3763c165-f5e7-448f-a02e-e11e61f41fee,Torus.981
3b091b83-9135-4d4d-8497-25098e4f47fd,Cylinder
7b981922-4d52-4909-8f9b-af2ce46b28ab,Cone
6f619bee-977f-4698-9009-93dad8405bb2,Cone
67a4f665-7e00-4ee1-b855-dc5a67980a6b,Cube
3bdf0d06-f625-40b9-8831-ca5cd2a3fd36,Cone
6dd5fa51-0e9c-4e73-9e20-4532f72ef4eb,Sphere
3067b108-f421-494a-953e-1d3b39c9efc6,Cube
a843e553-f42d-4a0f-9389-61aa42c697b7,Cube
404beb15-8b7b-4a58-a218-5517c9b38042,Cube
828ef9f2-54cd-4866-a368-065531bc2096,Sphere
45c569f9-7ae2-41e4-be7d-aa0e3e0ad11f,Cone
005ff3c9-4b8b-4fcf-a7aa-37ce0b2e3724,Sphere
607ce648-36c5-4512-a913-c0ff7208c1bb,Cube
08f27eae-7d21-4713-be34-d81245400ac0,Cube
9df0f7a1-032f-46e7-83b5-98d432ffdbde,Torus.982
8b4e5e0f-76a1-436c-a5a7-3cf943bcedb8,Cube
39799d10-5980-4f22-b72e-12276da319bb,Sphere
91c38bf1-d4f1-459b-ab33-53bb2dd8704b,Cube
5a73b5d1-b303-4b6f-9417-954b6fd50099,Cylinder
5b3fb9c7-b2a5-40bc-8638-13327d299b43,Cylinder
cdca8931-fb05-42d4-9499-877a14baf5e7,Torus.983
95ecb967-bd0a-453c-8c76-13461360fc1e,Sphere
79e9ea23-2aae-4acb-a89a-fd6a7a30716b,Cylinder
b2dd4be2-782f-4710-b277-f70403640e37,Cube
65aeb059-f0c1-4825-8235-ad3f5864f11d,Cone
f065f004-84a8-4823-b8d4-614fc1f5aee5,Torus.984
2c4a0008-fee0-4986-84f6-91f7f3a67be4,Torus.985
6e97fecc-b7b0-440f-a843-519d901bdf66,Sphere
049fb113-0506-4e29-b69a-206cd9a8bd35,Sphere
dcc6de8c-d479-4b27-a759-25a89693c820,Sphere
f6684e07-bca5-492b-806b-190542373635,Cylinder
85f5bf3c-83d3-4572-86d0-b71aad608593,Cube
69d3d110-eab9-46ed-94b0-bf3ebf903422,Sphere
b72c1f91-d5c3-4e27-b6a3-9d63575faf5c,Cylinder
7e9e92a1-3bdc-4361-9baf-de62bc5cd942,Cone
6621f997-6e5e-4706-b96c-7337b7bb7e66,Torus.986
9141e945-b347-402c-9901-291d0e1e2f54,Cylinder
8710d50b-4201-41a8-9358-53550fd090ac,Cube
c80cae9b-ac74-44e4-b850-5518cc11414c,Cube
6a521471-f698-444a-ab97-12a6c045fe4c,Torus.987
39d484f4-7b08-4731-ab1f-14d3d69755e0,Sphere
09128409-a238-4ec0-b9ff-3be9b60c8f12,Cylinder
acf47b12-e140-47b0-8441-758f3a830e0e,Cylinder
22f047de-3edd-4fda-b986-93170c6418f2,Torus.988
3cac8a5a-30c4-410d-aa77-cbed59396d4a,Cylinder
a892f4fc-4732-4f04-9ad6-0a4563852c0f,Sphere
3f2fccfd-9c47-4271-9d33-5a31b9469ed5,Cube
3f0f3b8f-23d7-4d47-a3f5-698f66fe214b,Cube
c9ebb46b-beda-4ee7-b7a9-16567cba3568,Cube
05de42f5-67ce-46cb-ad2e-f6a481eef2f5,Cylinder
01b3bc21-a6c4-4085-8d1b-baafce015cc9,Cylinder
91c6af78-c39f-40fd-8fe9-af136970e97e,Sphere
904b6ace-3c81-4bf0-a472-7c6382d0e88d,Torus.989
b30db852-1f25-4263-9f44-38bab978bdf3,Torus.990
7868bbcc-3a09-4545-92f5-f04db99e8b77,Torus.991
1efdef92-b874-40d2-b615-0123a39725c3,Cylinder
89cf5147-2c4d-4d31-978f-17ac8c0cf93e,Torus.992
11f16b61-1c68-4007-bac2-faf8a0ebca24,Cone
c82d2a1f-3be4-48f9-93b9-cdcce7e4ca31,Sphere
52ac4698-6274-46cb-ad24-0391849ad36c,Cone
65876e39-53f6-421a-bff2-770cee9b2c90,Torus.993
ecf76aba-c367-4ce4-a6ad-0899949332ba,Cone
e509290f-664b-45a9-ab54-4419538a1c71,Sphere
fb8cc111-e22a-47b1-b341-9737525a1275,Torus.994
79a3c4b9-2187-41a2-8571-bec3291dc379,Torus.995
3c91e177-d221-478e-9311-451e3ebecbc1,Cylinder
372136c2-3ec7-4f7c-8131-733b9bdd17d1,Cube
95073a19-7081-4fdf-a55f-ff2204a952de,Sphere
c9d76231-d5e9-4467-9068-e8e023fa768e,Cone
fdd2f5d9-7ec6-43f1-aba2-6c27e703e244,Sphere
3d8933e6-ef92-44fa-a71b-ff230d33e35d,Sphere
3a48aab3-0ccd-4aec-a673-b76107132f35,Cylinder
f2281dde-4894-4be5-9526-c183a619ed7d,Cylinder
e59bfac6-8cf9-41f6-9170-bbd903925860,Cone
425d5d0e-aa95-489f-84fb-f0a09cbcc1ab,Cube
a1abd5ac-7d33-43a7-862c-45b448a2d755,Cone
d37fde2c-cb90-46cb-830e-dd9d9cb30531,Torus.996
1df3cc46-048c-4ab1-95ae-9506c053ca37,Cone
0f515d52-6bbc-4e33-9d1a-dca549c51ec9,Torus.997
f9f52b00-9e87-457f-8fdc-2576343e952e,Cube
4365983e-6856-4be7-89ab-d58068771051,Cone
cb5ab359-9edc-4f2c-8d2e-57ca7e745ff3,Cone
73576f29-d2d5-4310-8571-1040916a9e0d,Sphere
05afa6e2-b5ec-43da-9572-028315383694,Sphere
7a72d999-39ef-4bc0-a7d7-d5abea59b6cb,Cube
a7ee6c2d-498d-4b51-ab24-92b1c4808b6b,Sphere
4881923f-f2aa-42cc-b689-3e895ea2aa7f,Torus.998
29b58939-89e2-49b1-8d7c-3e80fe09e349,Cone
7c6188d9-3738-4512-978a-e6264e89911d,Cone
b52c7b9a-3cad-48a5-9c9b-ea18d5ac8382,Cylinder
a09f2664-1f17-4147-b98d-843dc8a47084,Cylinder
a30c4993-8e68-4010-bf89-49cd0dd68184,Cube
db342a5b-0749-4137-9807-0ac92d3146ef,Sphere
7b10f40a-cd54-4a54-8887-cfc1ae380626,Sphere
1870eb06-6ea7-429b-b84e-bd38c532a1d4,Cube
f2ebed38-3886-471d-aa38-b4991e172713,Torus.999
bed85f0c-8fc5-4e2c-8d9d-427f4011add0,Cylinder
25a6cdea-8a4b-401f-bb11-9125d899c3b8,Cone
fb73511e-e6ae-4492-bb86-ce6050dd03fe,Sphere
81be94bd-ef6f-49e5-ace2-27f6e1f17977,Torus.1000
ca32e9cf-d3e5-4960-b861-ecca9e04f2d2,Cone
fc203bdf-b3d7-466a-9d30-d19e7d4c3f2d,Torus.1001
5a2dad7e-abe0-494e-862a-d7c41861a38f,Cube
70658221-afeb-4d70-be4f-87fa20785ea4,Cube
84d18821-3adb-43d3-930e-61635be6e413,Cube
41f01263-1813-4f9e-880f-9f05dbb007da,Cylinder
0e37ead6-d257-436e-aca9-83538380bdea,Cylinder
96ca37d4-5342-4717-bfac-8124ce1ac47f,Cube
711e998f-2e92-4d40-a001-851ba5d61fb2,Sphere
c64524a6-6aaa-4ca3-9a25-370fa7ec3888,Cylinder
971a1bde-f949-4c61-a228-6b6523e13af4,Sphere
bf9fba23-6994-402a-95fe-ee809d84dfc4,Cube
332fb5a7-da84-4732-ab80-944b73954978,Cone
e3174d8c-2dff-4fd9-87fc-915230ff275d,Torus.1002
e3f816b0-6b20-42d8-9fb6-a2546051d98d,Cylinder
c68d7cc6-bba1-40fb-8ac2-b0b9ee37c1ab,Cube
43f1bebc-df85-42ea-84c6-d4a4692635e1,Cylinder
daa4d181-85ff-4ac6-89f3-86e454c6f6b8,Sphere
d05fefe2-c9e2-4771-a16c-beebc7390c60,Cylinder
b09d53de-fac4-4987-91aa-b5042f3c976c,Sphere
96d679cc-356d-4637-8816-498f2a8b6185,Cylinder
6901daf0-77b5-4ad3-819f-e3cb5c20bdd4,Cube
7d414356-0252-4191-9e18-d4bd2d6848d6,Sphere
52dc98c2-3fad-4397-8531-3e2b0cc3d9d4,Torus.1003
8aaa50c1-3ea3-41d8-828d-ee329b8230ad,Cylinder
8e96e6c8-b820-4664-b5e8-28bf3d2d2a8e,Cone
07ae9b79-be4d-48ea-a333-b7d0b614cd36,Cone
6601252c-eb43-48a7-884a-38b98b65045b,Cube
fc44311b-848b-461b-8e0e-f2a4d3d949f7,Sphere
8980e10c-0b2d-4c75-9f97-37d177005dc8,Torus.1004
b66063e8-46e2-4680-9773-4db47c367ca8,Cube
36be69aa-c941-4a79-9403-cb10a5b34849,Cube
1e4a956f-a1f2-4e05-9207-7ef2a8737ae9,Sphere
da161f36-be43-49ee-a668-ac8650784882,Cube
7f03fbd0-667e-4eb8-b821-2aa435f745a9,Torus.1005
940dcfa2-8005-4ce6-b477-fa401aa595cc,Cone
c66308b0-4e1a-4202-99a8-d2305fa9fbd5,Sphere
2f2fa6d9-9e99-4f79-8a4f-17a77231f73c,Sphere
a218d3b9-69d3-42fb-aba6-e0e6a9e67558,Torus.1006
a4b497d1-895c-4667-aa44-6af49a5e2371,Cylinder
9c387459-5938-47d7-a8f7-44021ab2b2c8,Sphere
58c40918-23c5-4311-b6c8-20ba0c0350f7,Cone
e5112bd9-c621-43d4-b2f8-107f304b5a4b,Cube
bb714501-ede8-4ad9-a644-199346ee1625,Cube
5d895720-2009-4edf-be2d-d53f4b692d64,Cylinder
08a2c64b-b77e-4372-a70a-f23a78b58a79,Sphere
40c54f6e-33e9-4ac9-8214-3abff6e582ab,Cylinder
30d76733-6c2e-41a6-a26a-fb28938c2813,Sphere
0f5d689a-cccb-44f8-a3f0-4bf32baf1fc2,Cone
a5b4f8c2-912a-4366-8a3b-de79a0f5f171,Cone
b42f8021-d311-4e0b-9fb7-33df9d71bc21,Torus.1007
56892cc1-a37f-4830-9138-ba321f877a72,Cone
fd90eecc-ea32-4e60-a1d5-e38557dc70bd,Cube
c0420dee-ee63-4845-92f9-4898e9729348,Sphere
32d599a0-e645-42d5-855a-14a0904fe061,Sphere
a6599da5-51dc-4a7c-bab5-d0dce2a92d0d,Cone
85b1f477-d7c2-4459-9cdb-ccddcfb29c1a,Cone
b9207a03-7c73-4db2-b866-81d7532a07b0,Cone
8575e7a6-66cd-485e-9d5e-0c18d2e345e8,Cube
ff0cbb37-ddc7-4a80-97b6-b9801448c8cb,Cylinder
300c7895-d9cb-4b6c-89d7-81d61f89835e,Torus.1008
a548684b-3373-49d5-9fff-624a0da54dd3,Cylinder
7053d16d-4dd2-4962-b321-e00b985d4483,Sphere
2642a5d6-d04a-4b6d-a5ff-3b5fb91291cc,Sphere
a7cdbe69-d00b-4663-b4cc-805c89fe2cc2,Cone
ce9db525-c762-4fbf-a052-39db4e8f4fce,Torus.1009
f7b38c45-7cdb-4b81-a27c-de270afff7ca,Cylinder
2cb448d1-dfe9-45c8-8b49-45cece1b96c0,Torus.1010
c153722e-a035-46f8-9022-9c91935ef5ee,Sphere
fb48e7d5-61a8-4e2e-b64d-c1ee34ec493e,Cylinder
4dadbf90-e007-4ed9-9cbf-f1ba924bdc09,Cube
acb0b084-612b-4012-8c04-96d13f1298a6,Cube
5a8d4bdb-ebdc-4b28-942b-a500602388e8,Cylinder
34fdbf47-ff59-400b-bc6c-f1b3640d6d7f,Cone
49cce85f-9f67-4442-87b7-b8b5c2b665aa,Cylinder
f5406b68-eb0e-479e-896d-1ecda6f94f21,Sphere
b53709c6-29b9-4c67-8bfa-dcc93a984325,Cone
00844fda-ad2a-488c-9ed3-37f7d32c4f48,Cylinder
4ddf4c45-47f8-42f3-bcae-782a4194db4c,Cylinder
d91e520e-7aed-42be-8d05-bcaa194263f4,Cube
45c1decf-0074-4a62-ade7-b8f09545cfd8,Cone
1c527eaa-bcb1-4001-bcea-fb00134a210a,Sphere
13a76295-784d-4b64-abcc-1431c0e04bd7,Sphere
a33a125d-fe05-44d2-952e-efa9fe238e30,Cone
d7da0b55-3ec3-46cc-87c2-0d14dbf0c670,Cone
1ee8d7c0-5c9c-4bd6-a60c-7ee2e6ea3187,Sphere
884e18c7-53d2-4521-b52e-351afceb261d,Cone
6352b740-4f61-4dcd-b556-dd0b11c467ca,Torus.1011
5635ceed-fd30-4247-b9c2-f3207bb3d3d8,Cone
c7a2b982-aa73-497b-978b-850c7dcdb4d1,Sphere
e53db428-e81e-4534-8afc-9794b44b3b60,Torus.1012
31a65d3f-95f6-48d7-b8f9-838d9d96959f,Sphere
f0755578-017c-4a3c-88cd-fd92b03f68a0,Sphere
09c7315c-8179-48d9-8e79-4bd88105e367,Sphere
b21f0170-6e5a-406a-804b-132885ce31ed,Cube
b60feb7e-7aa4-404d-8491-4a209e83ef25,Cone
c5658ac7-8d23-4bfe-90a9-c1747f9e0e62,Cone
5515d73a-5297-4b4c-ae9c-86bb85ccf535,Cube
5afa8c0a-444b-494a-a6a9-c6f65763fe85,Cube
8483d811-0c71-49b8-8ca7-4135d44fd46f,Torus.1013
1b4e7843-c6f9-4521-b72e-2f18d9286982,Sphere
791b0c60-f781-478d-b27a-19f7eff6d335,Torus.1014
2971b922-439e-4b08-9608-ad1c365635cf,Cube
67e8af51-9893-4cdf-9bc5-8619f30a86ad,Cylinder
e730e734-5557-4dc5-97ed-fed2d7674382,Cylinder
4820db9a-bdef-4b96-ba18-a2727dbc3b54,Cylinder
08df2864-03fe-403e-bb9e-3c554beda61e,Cube
8824cd1a-507d-4831-8f8c-4432f20c8789,Sphere
4c6938ff-a95e-4622-aeac-1bcd6ff257ae,Torus.1015
ce2b6787-a950-4135-b3f3-49715aedca4a,Cube
94596706-3667-4d07-bbd6-95b670871aa3,Sphere
1c68ec81-319a-4da7-875e-c2e41b536911,Cone
309699e9-0a31-4948-8651-b22be41ead3e,Cylinder
a0ce0c15-2f40-4302-a262-b04b5bb93795,Cone
e990312c-dab6-4879-a0a2-001cf40b5e4f,Torus.1016
cbe44f8b-1af9-40fd-9707-e3a26a1305cb,Cylinder
8254e5a2-c10d-4a6f-9ade-9f5a2dd4eacd,Cone
a6017e3b-210a-409e-a21c-877a3abba855,Cone
2a1594dd-ce1f-4b84-95bc-c9d9f8072613,Sphere
ea3ef719-9c00-45a6-b625-7572fee61177,Sphere
4686a2de-fb55-491b-8433-659bebc85a9d,Cylinder
5b14a7e9-e080-4400-83ba-348e3874fdde,Sphere
24d74698-d679-438b-89ae-2b580f7fef79,Torus.1017
22800dfe-89f4-4aea-ab2b-8c1fdf19bf0c,Cube
c722b6d5-c32a-49e2-82c1-7e13ecd04168,Cube
94e206bc-d97b-4fc6-9770-78323f86f803,Sphere
3d964907-4174-4407-ae50-5caa8d765b24,Cylinder
26540ed4-cef5-4df6-b5c9-9a38781a382c,Cube
0c42cc6a-d888-41f3-a1ea-605f711fb736,Cone
51b170ea-82d0-421e-83e1-3726f90ee18d,Cube
12529bac-6363-49e2-95c1-6d49ed701c49,Sphere
cf08be87-65bc-46a9-b40f-788db759a3b8,Cylinder
b27112bf-e1a4-44fa-84e4-379699726587,Cylinder
09e7ec7e-ed6e-47a1-a931-daec9cf0f374,Sphere
06b82c04-f6f4-4e86-af01-6c0783cf34e6,Cone
0ada9068-6730-4026-ae87-55c99a1c8519,Cone
80d8799d-c3c6-4364-a5ff-ddf07aea92ab,Cone
3aa00c01-fbbe-4881-b162-d1d339a26af9,Sphere
56097e86-64ee-4abd-a1a6-c0ebb7a90db4,Torus.1018
c4c9faa1-1e7e-4494-b204-cb4936bc9a29,Cylinder
7e5721f7-e1db-407a-a122-2dfe17063ca5,Cube
4d885739-7ad3-44cd-b822-b312c750a92a,Cube
0562c671-8c2e-4b85-ac58-23f733d1511c,Cone
f7221c2d-14e7-4024-b042-d8aab187b976,Cube
a37cd995-2d12-450b-9dd7-507367347d5f,Cube
826964b0-7471-46f2-8436-6e91e6740a14,Torus.1019
cf836bf8-9c9f-4803-8033-6b309ac3338b,Cone
bb6295b2-bbb4-477b-a6fb-1d8d9b974326,Sphere
170c33c2-946f-4b1b-ac60-abecf524203a,Torus.1020
f6a1d974-ed34-46f3-b4ca-6e8ef6237f32,Sphere
11b4f797-a153-498d-b6d5-82f40e5ff453,Sphere
6dbda6bf-5b3d-4e44-abab-86a3cf23a13b,Cylinder
124d081b-4cec-450d-a7e9-64a11dabec21,Sphere
003cd14d-f5e3-4d7e-b4d1-f78b62bcb873,Cube
db910c50-a0b0-486c-9058-7f64c6bdea81,Sphere
1dd804c4-7280-474a-9930-50d6bf1ff4e6,Cone
499a7701-4ddf-4a92-a009-7e2666689f51,Cone
5785f31a-90ee-4ba4-9c07-fba6eb9d35e3,Cylinder
47247101-1279-4c6e-9cc7-d606d1a15551,Torus.1021
663f7f13-00ef-4ad3-ac8c-527e91f10909,Cylinder
591f3182-736d-4259-b3b6-c618f03c5ebf,Cone
0e4588ef-addf-4fbc-b618-a49f3bd2a474,Cone
675fee10-e562-4818-bcb4-955213fa7bd4,Torus.1022
